Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9382,BAKUGAN: BATTLE TRAINER,DS,2010.0,Action,Activision,0.12,0.0,0.0,0.01,0.13
9383,PHANTOM BRAVE: WE MEET AGAIN,Wii,2009.0,Role-Playing,Nippon Ichi Software,0.12,0.0,0.01,0.01,0.13
9384,MONSTER RANCHER DS,DS,2008.0,Role-Playing,Tecmo Koei,0.08,0.0,0.05,0.01,0.13
9385,KURT WARNER'S ARENA FOOTBALL UNLEASHED,PS,2000.0,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13
9386,SUITE PRECURE: MELODY COLLECTION,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9387,SHIN MEGAMI TENSEI: DEVIL SUMMONER 2 - RAIDOU KUZUNOHA VS. KING ABADDON,PS2,2008.0,Role-Playing,Atlus,0.07,0.05,0.0,0.02,0.13
9388,NHL 2K9,PS2,2008.0,Sports,Take-Two Interactive,0.07,0.05,0.0,0.02,0.13
9389,VENETICA,X360,2010.0,Role-Playing,DTP Entertainment,0.09,0.03,0.0,0.01,0.13
9390,DISNEY'S KIM POSSIBLE: KIMMUNICATOR,DS,2005.0,Platform,Disney Interactive Studios,0.11,0.01,0.0,0.01,0.13
9391,JAMES BOND 007: LEGENDS,WiiU,2012.0,Shooter,Activision,0.07,0.05,0.0,0.01,0.13
9392,ROGUE OPS,XB,2003.0,Action,Kemco,0.1,0.03,0.0,0.0,0.13
9393,NBA HOOPZ,PS,2001.0,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13
9394,TRANSWORLD SURF,XB,,Sports,Atari,0.1,0.03,0.0,0.0,0.13
9395,RUGBY 15,PS3,2015.0,Sports,Bigben Interactive,0.02,0.09,0.0,0.02,0.13
9396,MLB 11: THE SHOW,PS2,2011.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
9397,CASTROL HONDA SUPERBIKE RACING,PS,1998.0,Racing,THQ,0.07,0.05,0.0,0.01,0.13
9398,HISTORY CIVIL WAR: SECRET MISSIONS,X360,2008.0,Shooter,Activision,0.12,0.0,0.0,0.01,0.13
9399,ARMY MEN: GREEN ROGUE,PS2,2001.0,Action,3DO,0.06,0.05,0.0,0.02,0.13
9400,MY SPANISH COACH,PSP,2008.0,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13
9401,CHESSMASTER,XB,2004.0,Misc,Ubisoft,0.1,0.03,0.0,0.0,0.13
9402,OVER THE HEDGE: HAMMY GOES NUTS!,DS,2006.0,Platform,Activision,0.12,0.0,0.0,0.01,0.13
9403,FATAL INERTIA,X360,2007.0,Racing,Tecmo Koei,0.12,0.0,0.0,0.01,0.13
9404,SUPERMAN: THE MAN OF STEEL,XB,2002.0,Action,Atari,0.1,0.03,0.0,0.0,0.13
9405,KEN TO MAHOU TO GAKUEN MONO. 3,PSP,2010.0,Role-Playing,Acquire,0.0,0.0,0.13,0.0,0.13
9406,GREG HASTINGS PAINTBALL 2,Wii,2010.0,Shooter,505 Games,0.12,0.0,0.0,0.01,0.13
9407,THE FLINTSTONES: BEDROCK BOWLING,PS,2000.0,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13
9408,TEENAGE MUTANT NINJA TURTLES: DANGER OF THE OOZE,3DS,2014.0,Adventure,Activision,0.08,0.04,0.0,0.01,0.13
9409,NHL 2003,GC,2002.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13
9410,CHICKEN RUN,PS,2000.0,Adventure,Eidos Interactive,0.07,0.05,0.0,0.01,0.13
9411,SCENE IT? BRIGHT LIGHTS! BIG SCREEN!,PS3,2009.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0.0,0.01,0.13
9412,MY BABY: FIRST STEPS,Wii,2009.0,Simulation,SouthPeak Games,0.12,0.0,0.0,0.01,0.13
9413,PRO BASEBALL SPIRITS 2015,PSV,2015.0,Action,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9414,SHINING FORCE III,SAT,1997.0,Strategy,Sega,0.0,0.0,0.13,0.0,0.13
9415,JIKKYOU POWERFUL PRO YAKYUU 2011 KETTEIBAN,PSP,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9416,TALES OF THE HEROES: TWIN BRAVE,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9417,WWE SURVIVOR SERIES,GBA,2004.0,Fighting,THQ,0.09,0.04,0.0,0.0,0.13
9418,KOUCHUU OUJA MUSHI KING: GREATEST CHAMPION E NO MICHI DS 2,DS,2006.0,Action,Sega,0.0,0.0,0.13,0.0,0.13
9419,SUPER ROBOT WARS BX,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9420,PERSONA 4: ARENA,X360,2012.0,Fighting,Atlus,0.08,0.02,0.03,0.01,0.13
9421,TOMB RAIDER: LEGEND,XB,2006.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
9422,NAGANO WINTER OLYMPICS '98,PS,1997.0,Sports,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
9423,DESTROY ALL HUMANS! PATH OF THE FURON,X360,2008.0,Action,THQ,0.08,0.04,0.0,0.01,0.13
9424,WINNING POST 5,PS2,2001.0,Sports,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
9425,STAR WARS: LETHAL ALLIANCE,PSP,2006.0,Action,Ubisoft,0.11,0.01,0.0,0.01,0.13
9426,MIDNIGHT MYSTERIES: THE EDGAR ALLAN POE CONSPIRACY,DS,2010.0,Adventure,Foreign Media Games,0.08,0.04,0.0,0.01,0.13
9427,ALL STAR CHEER SQUAD 2,Wii,2009.0,Sports,THQ,0.12,0.0,0.0,0.01,0.13
9428,FROGGER BEYOND,GC,2002.0,Platform,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13
9429,RPG MAKER II,PS2,2002.0,Role-Playing,Enterbrain,0.06,0.05,0.0,0.02,0.13
9430,RESIDENT EVIL: REVELATIONS 2,PSV,2015.0,Action,Capcom,0.01,0.05,0.06,0.01,0.13
9431,SPONGEBOB'S SURF & SKATE ROADTRIP,DS,2011.0,Action,THQ,0.11,0.02,0.0,0.01,0.13
9432,DESTRUCTION DERBY ARENAS,PS2,2004.0,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
9433,CABELA'S DANGEROUS HUNTS 2009,X360,2008.0,Sports,Activision,0.12,0.0,0.0,0.01,0.13
9434,THE UNHOLY WAR,PS,1998.0,Strategy,Eidos Interactive,0.07,0.05,0.0,0.01,0.13
9435,CHUCK E. CHEESE'S GAME ROOM,DS,2010.0,Misc,UFO Interactive,0.12,0.0,0.0,0.01,0.13
9436,WANTAME MUSIC CHANNEL: DOKO DEMO STYLE,DS,2007.0,Misc,Capcom,0.0,0.0,0.13,0.0,0.13
9437,DISNEY'S WINNIE THE POOH'S RUMBLY TUMBLY ADVENTURE,GBA,2005.0,Platform,Ubisoft,0.09,0.03,0.0,0.0,0.13
9438,SHAMAN KING: POWER OF SPIRIT,PS2,2004.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.13
9439,EAT LEAD: THE RETURN OF MATT HAZARD,PS3,2009.0,Shooter,D3Publisher,0.09,0.02,0.0,0.01,0.13
9440,ATTACK ON TITAN (KOEI),PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
9441,SOCCER TSUKU DS: WORLD CHALLENGE 2010,DS,2010.0,Sports,Sega,0.0,0.0,0.13,0.0,0.13
9442,FAMILY FORTUNES,Wii,2009.0,Misc,Mindscape,0.0,0.12,0.0,0.01,0.13
9443,MEGAMIND: THE BLUE DEFENDER,PSP,2010.0,Adventure,THQ,0.08,0.03,0.0,0.02,0.13
9444,CONTRA III: THE ALIEN WARS,SNES,1992.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9445,DEAD TO RIGHTS: RECKONING,PSP,2005.0,Shooter,Electronic Arts,0.12,0.0,0.0,0.01,0.13
9446,THE BIGS 2,PS3,2009.0,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13
9447,SLIME MORIMORI DRAGON QUEST 3: TAIKAIZOKU TO SHIPPO DAN,3DS,2011.0,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13
9448,AMAGAMI,PS2,2009.0,Adventure,Enterbrain,0.0,0.0,0.13,0.0,0.13
9449,DIABLO II,PC,2000.0,Role-Playing,Havas Interactive,0.01,0.09,0.0,0.02,0.13
9450,HOW TO TRAIN YOUR DRAGON 2,PS3,2014.0,Adventure,Little Orbit,0.03,0.08,0.0,0.02,0.13
9451,NBA 08,PS3,2007.0,Sports,Sony Computer Entertainment,0.12,0.0,0.0,0.01,0.13
9452,THE SMURFS 2,X360,2013.0,Platform,Ubisoft,0.03,0.09,0.0,0.01,0.13
9453,NEVERDEAD,PS3,2012.0,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.13
9454,NO FEAR DOWNHILL MOUNTAIN BIKING,PS,1998.0,Sports,Codemasters,0.07,0.05,0.0,0.01,0.13
9455,FIRE PROWRESTLING,GBA,2001.0,Fighting,Spike,0.09,0.03,0.0,0.0,0.13
9456,ETERNAL POISON (JP SALES),PS2,2008.0,Role-Playing,Banpresto,0.0,0.0,0.13,0.0,0.13
9457,MISSION: IMPOSSIBLE - OPERATION SURMA,XB,2003.0,Platform,Atari,0.1,0.03,0.0,0.0,0.13
9458,NARUTO SHIPPUDEN: KIZUNA DRIVE,PSP,2010.0,Action,Namco Bandai Games,0.04,0.02,0.05,0.02,0.13
9459,THE IDOLM@STER: ONE FOR ALL,PS3,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9460,MX 2002 FEATURING RICKY CARMICHAEL,XB,2001.0,Racing,THQ,0.1,0.03,0.0,0.0,0.13
9461,INDIANAPOLIS 500 LEGENDS,Wii,2007.0,Racing,Destineer,0.12,0.0,0.0,0.01,0.13
9462,ROMANCE OF THE THREE KINGDOMS IV: WALL OF FIRE,PS,1995.0,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13
9463,ILLUSION OF GAIA,SNES,1993.0,Role-Playing,Nintendo,0.0,0.0,0.13,0.0,0.13
9464,STEEL BATTALION: HEAVY ARMOR,X360,2012.0,Misc,Capcom,0.08,0.03,0.02,0.01,0.13
9465,ACADEMY OF CHAMPIONS: SOCCER,Wii,2009.0,Sports,Ubisoft,0.1,0.02,0.0,0.01,0.13
9466,MEGA MAN ANNIVERSARY COLLECTION,XB,2005.0,Platform,Capcom,0.1,0.03,0.0,0.0,0.13
9467,DISNEY PRINCESS: ENCHANTING STORYBOOKS,DS,2011.0,Misc,THQ,0.08,0.04,0.0,0.01,0.13
9468,SALLY'S SALON,DS,2008.0,Simulation,Capcom,0.12,0.0,0.0,0.01,0.13
9469,THE OREGON TRAIL,3DS,2011.0,Simulation,Crave Entertainment,0.12,0.0,0.0,0.01,0.13
9470,DISRUPTOR,PS,1995.0,Shooter,Interplay,0.07,0.05,0.0,0.01,0.13
9471,NBA BALLERS: CHOSEN ONE,PS3,2008.0,Sports,Midway Games,0.12,0.0,0.0,0.01,0.13
9472,LOVELY LISA AND FRIENDS,DS,2010.0,Simulation,Tomy Corporation,0.12,0.0,0.0,0.01,0.13
9473,HASBRO FAMILY FUN PACK,XOne,2015.0,Misc,Ubisoft,0.1,0.02,0.0,0.01,0.13
9474,SHREK SMASH N' CRASH RACING,GC,2006.0,Racing,Activision,0.1,0.03,0.0,0.0,0.13
9475,UNDER NIGHT IN-BIRTH,PS3,2014.0,Fighting,Nippon Ichi Software,0.06,0.02,0.04,0.02,0.13
9476,DRAKENGARD 2,PS2,2005.0,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02,0.13
9477,STREET FIGHTER IV,PC,,Fighting,Capcom,0.07,0.04,0.0,0.02,0.13
9478,GRAND KNIGHTS HISTORY,PSP,2011.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.13,0.0,0.13
9479,HARVEST MOON DS (JP SALES),DS,2005.0,Simulation,Rising Star Games,0.0,0.0,0.13,0.0,0.13
9480,SUMMON NIGHT: TWIN AGE,DS,2007.0,Role-Playing,Banpresto,0.07,0.0,0.05,0.01,0.13
9481,SIN AND PUNISHMENT,N64,2000.0,Shooter,Nintendo,0.0,0.0,0.13,0.0,0.13
9482,NBA JAM 2000,N64,1999.0,Sports,Acclaim Entertainment,0.12,0.01,0.0,0.0,0.13
9483,CASTLEVANIA: LEGACY OF DARKNESS,N64,1999.0,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0.0,0.13
9484,JUST DANCE: DISNEY PARTY,Wii,2012.0,Misc,Ubisoft,0.01,0.1,0.0,0.02,0.13
9485,CABELA'S ALASKAN ADVENTURE,X360,2006.0,Sports,Activision,0.12,0.0,0.0,0.01,0.13
9486,RANGO: THE VIDEO GAME,X360,2011.0,Action,Electronic Arts,0.06,0.06,0.0,0.01,0.13
9487,SHREK SUPER PARTY,XB,2002.0,Misc,TDK Mediactive,0.1,0.03,0.0,0.0,0.13
9488,SONIC RIDERS,XB,2006.0,Racing,Sega,0.1,0.03,0.0,0.0,0.13
9489,SHIMANO XTREME FISHING,Wii,2009.0,Sports,Mastiff,0.12,0.0,0.0,0.01,0.13
9490,THE HISTORY CHANNEL: GREAT BATTLES - MEDIEVAL,X360,2010.0,Strategy,Slitherine Software,0.08,0.04,0.0,0.01,0.13
9491,TRON: EVOLUTION,PSP,2010.0,Action,Disney Interactive Studios,0.09,0.02,0.0,0.02,0.13
9492,RALLY FUSION: RACE OF CHAMPIONS,PS2,2002.0,Racing,Activision,0.06,0.05,0.0,0.02,0.13
9493,BARBIE AND THE THREE MUSKETEERS,DS,2009.0,Adventure,Activision,0.12,0.0,0.0,0.01,0.13
9494,SECRET AGENT CLANK,PSP,2008.0,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13
9495,THE HOUSE OF THE DEAD,SAT,1997.0,Shooter,Sega,0.0,0.0,0.13,0.0,0.13
9496,DREAMWORKS SUPER STAR KARTZ,DS,2011.0,Racing,Activision,0.09,0.03,0.0,0.01,0.13
9497,REALSPORTS VOLLEYBALL,2600,1981.0,Sports,Atari,0.12,0.01,0.0,0.0,0.13
9498,HEROES OF THE PACIFIC,XB,2005.0,Simulation,Codemasters,0.1,0.03,0.0,0.0,0.13
9499,SMART BOY'S GAMEROOM,DS,2007.0,Misc,505 Games,0.12,0.0,0.0,0.01,0.13
9500,NIGHTCASTER,XB,2002.0,Action,Microsoft Game Studios,0.1,0.03,0.0,0.0,0.13
9501,ROLLERCOASTER TYCOON,XB,2003.0,Strategy,Atari,0.1,0.03,0.0,0.0,0.13
9502,FIFA WORLD CUP GERMANY 2006,GC,2006.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.13
9503,HITMAN 2: SILENT ASSASSIN,GC,2003.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
9504,MLB 13: THE SHOW,PSV,2013.0,Sports,Sony Computer Entertainment,0.11,0.0,0.0,0.02,0.13
9505,NICKTOONS: MLB,X360,2011.0,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13
9506,DIGIMON RACING,GBA,2004.0,Racing,Namco Bandai Games,0.09,0.03,0.0,0.0,0.13
9507,APE ESCAPE 3,PS2,2005.0,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
9508,GREEN LANTERN: RISE OF THE MANHUNTERS,X360,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.05,0.0,0.01,0.13
9509,"CROUCHING TIGER, HIDDEN DRAGON",PS2,2003.0,Action,Ubisoft,0.06,0.05,0.0,0.02,0.13
9510,LAST BRONX,SAT,1996.0,Fighting,Sega,0.0,0.0,0.13,0.0,0.13
9511,IRIDION II,GBA,2003.0,Shooter,Vivendi Games,0.09,0.03,0.0,0.0,0.13
9512,MOMOTARO DOUCHUUKI,SAT,1997.0,Misc,Hudson Soft,0.0,0.0,0.13,0.0,0.13
9513,BROTHERS: A TALE OF TWO SONS,PS4,2015.0,Adventure,505 Games,0.03,0.08,0.0,0.02,0.13
9514,TOM CLANCY'S SPLINTER CELL: DOUBLE AGENT,Wii,2006.0,Action,Ubisoft,0.1,0.01,0.0,0.01,0.13
9515,WHIPLASH,PS2,2003.0,Racing,Eidos Interactive,0.06,0.05,0.0,0.02,0.13
9516,BLAZBLUE: CONTINUUM SHIFT II,PSP,2011.0,Fighting,PQube,0.03,0.02,0.07,0.01,0.13
9517,BACKYARD SPORTS FOOTBALL: ROOKIE RUSH,Wii,2010.0,Sports,Atari,0.12,0.0,0.0,0.01,0.13
9518,WARCRAFT III: REIGN OF CHAOS,PC,2002.0,Strategy,Vivendi Games,0.03,0.08,0.0,0.02,0.13
9519,FARMING SIMULATOR 2011,PC,2010.0,Simulation,,0.0,0.13,0.0,0.0,0.13
9520,MARGOT'S WORD BRAIN,Wii,2008.0,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13
9521,SPIDER-MAN: BATTLE FOR NEW YORK,DS,2006.0,Platform,Activision,0.12,0.0,0.0,0.01,0.13
9522,IMAGINE: FASHION DESIGNER,3DS,2011.0,Simulation,Ubisoft,0.1,0.02,0.0,0.01,0.13
9523,POP'N MUSIC PORTABLE,PSP,2010.0,Misc,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
9524,NINTENDO PUZZLE COLLECTION,GC,,Puzzle,Unknown,0.0,0.0,0.13,0.0,0.13
9525,BORDERLANDS: DOUBLE GAME ADD-ON PACK,X360,2010.0,Shooter,Take-Two Interactive,0.1,0.02,0.0,0.01,0.13
9526,OTOGI: MYTH OF DEMONS,XB,2002.0,Action,Sega,0.08,0.02,0.03,0.0,0.13
9527,THE PRICE IS RIGHT 2010 EDITION,DS,2009.0,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13
9528,ARMY MEN: SOLDIERS OF MISFORTUNE,Wii,2008.0,Shooter,Zoo Games,0.12,0.0,0.0,0.01,0.13
9529,ALTER ECHO,PS2,2003.0,Shooter,THQ,0.06,0.05,0.0,0.02,0.13
9530,WALT DISNEY PICTURES PRESENTS: THE WILD,GBA,2006.0,Platform,Disney Interactive Studios,0.09,0.03,0.0,0.0,0.13
9531,PUZZLE DE HARVEST MOON,DS,2007.0,Puzzle,Natsume,0.12,0.0,0.0,0.01,0.13
9532,READER RABBIT KINDERGARTEN,Wii,2010.0,Misc,Graffiti,0.12,0.0,0.0,0.01,0.13
9533,ONECHANBARA: BIKINI SAMURAI SQUAD,X360,2006.0,Action,D3Publisher,0.11,0.01,0.0,0.01,0.13
9534,METAL MAX 3,DS,2010.0,Role-Playing,Enterbrain,0.0,0.0,0.13,0.0,0.13
9535,ROCK BAND TRACK PACK VOLUME 1,PS2,2008.0,Misc,MTV Games,0.06,0.05,0.0,0.02,0.13
9536,PUYO PUYO!! 20TH ANNIVERSARY,3DS,2011.0,Puzzle,Sega,0.0,0.0,0.13,0.0,0.13
9537,HOUR OF VICTORY,X360,2007.0,Shooter,Midway Games,0.1,0.01,0.0,0.01,0.13
9538,NAMCO SOCCER PRIME GOAL,PS,1995.0,Sports,Sony Computer Entertainment,0.0,0.0,0.12,0.01,0.13
9539,NBA 08,PS2,2007.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
9540,DRAGON QUEST HEROES II: TWIN KINGS AND THE PROPHECY'S END,PS3,2016.0,Action,Square Enix,0.0,0.0,0.13,0.0,0.13
9541,MONSTER HUNTER FRONTIER ONLINE,X360,2010.0,Role-Playing,Capcom,0.0,0.0,0.13,0.0,0.13
9542,GREEN LANTERN: RISE OF THE MANHUNTERS,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13
9543,SHIN MEGAMI TENSEI: DIGITAL DEVIL SAGA,PS2,2004.0,Role-Playing,Ghostlight,0.06,0.05,0.0,0.02,0.13
9544,7 WONDERS OF THE ANCIENT WORLD,DS,2007.0,Puzzle,Funsta,0.1,0.01,0.0,0.01,0.13
9545,BACKYARD BASEBALL '09,DS,2008.0,Sports,Atari,0.12,0.0,0.0,0.01,0.13
9546,PUPPIES 3D,3DS,2011.0,Misc,Ubisoft,0.08,0.04,0.0,0.01,0.13
9547,JISSEN PACHI-SLOT HISSHOUHOU! ALADDIN II EVOLUTION,PS2,2005.0,Misc,Sega,0.0,0.0,0.13,0.0,0.13
9548,MYSTIC ARK,SNES,1995.0,Role-Playing,Enix Corporation,0.0,0.0,0.13,0.0,0.13
9549,JUST CAUSE 2,PC,2010.0,Action,Square Enix,0.0,0.1,0.0,0.03,0.13
9550,TY THE TASMANIAN TIGER 2: BUSH RESCUE,GBA,2004.0,Platform,Electronic Arts,0.09,0.03,0.0,0.0,0.13
9551,VENETICA,PS3,2010.0,Role-Playing,DTP Entertainment,0.07,0.04,0.0,0.02,0.13
9552,TEENAGE MUTANT NINJA TURTLES 2: BATTLE NEXUS,XB,2004.0,Action,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13
9553,LEGO RACERS 2,PS2,2001.0,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13
9554,BACKYARD BASEBALL,GC,2003.0,Sports,Infogrames,0.1,0.03,0.0,0.0,0.13
9555,TRANSFORMERS: WAR FOR CYBERTRON -- DECEPTICONS,DS,2010.0,Action,Activision,0.11,0.01,0.0,0.01,0.13
9556,OVERLORD: RAISING HELL,PS3,2008.0,Action,Codemasters,0.07,0.04,0.0,0.02,0.13
9557,SEGA GT,DC,2000.0,Racing,Sega,0.0,0.0,0.13,0.0,0.13
9558,FUSE (INSOMNIAC),X360,2013.0,Shooter,Electronic Arts,0.08,0.04,0.0,0.01,0.13
9559,CABELA'S DANGEROUS HUNTS 2009,PS3,2008.0,Sports,Activision Value,0.12,0.0,0.0,0.01,0.13
9560,LEGENDS OF WRESTLING,GC,2002.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13
9561,SPACE BUST-A-MOVE,DS,2008.0,Puzzle,Square Enix,0.1,0.02,0.0,0.01,0.13
9562,LEGEND OF THE GUARDIANS: THE OWLS OF GA'HOOLE,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0.0,0.01,0.13
9563,GUNSTAR HEROES,GEN,1992.0,Shooter,Sega,0.0,0.0,0.13,0.0,0.13
9564,ALL-STAR BASEBALL 2004,XB,2003.0,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13
9565,TAMAGOTCHI NO PICHI PICHI OMISECCHI,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9566,SHINING WIND,PS2,2007.0,Role-Playing,Sega,0.0,0.0,0.13,0.0,0.13
9567,BROTHERS IN ARMS: DOUBLE TIME,Wii,2008.0,Shooter,Ubisoft,0.11,0.0,0.0,0.01,0.13
9568,PORTAL RUNNER,PS2,2001.0,Platform,3DO,0.06,0.05,0.0,0.02,0.13
9569,POKÉMON: FOR HO-OH THE BELLS TOLL!: GAME BOY ADVANCE VIDEO,GBA,2004.0,Misc,Nintendo,0.09,0.03,0.0,0.0,0.13
9570,PRO EVOLUTION SOCCER 2016,X360,2015.0,Sports,Konami Digital Entertainment,0.04,0.08,0.0,0.01,0.13
9571,BATMAN: ARKHAM KNIGHT,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.08,0.03,0.0,0.01,0.13
9572,WARRIORS OROCHI 2,PS2,2008.0,Action,Tecmo Koei,0.06,0.05,0.0,0.02,0.13
9573,DISNEY'S WINNIE THE POOH'S RUMBLY TUMBLY ADVENTURE,PS2,2005.0,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.13
9574,NEED FOR SPEED: PROSTREET,DS,2007.0,Racing,Electronic Arts,0.11,0.01,0.0,0.01,0.13
9575,ASSAULT: RETRIBUTION,PS,1998.0,Action,Telstar,0.07,0.05,0.0,0.01,0.13
9576,SENGOKU BASARA 3 UTAGE,Wii,2011.0,Action,Capcom,0.0,0.0,0.13,0.0,0.13
9577,SPARTAN: TOTAL WARRIOR,XB,2005.0,Action,Sega,0.1,0.03,0.0,0.0,0.13
9578,GRAVITY RUSH REMASTERED,PS4,2015.0,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13
9579,ROCK BAND TRACK PACK VOLUME 2,PS3,2008.0,Misc,MTV Games,0.11,0.0,0.0,0.01,0.13
9580,CITY CRISIS,PS2,2001.0,Simulation,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13
9581,ZAPPER: ONE WICKED CRICKET!,GC,2002.0,Platform,Infogrames,0.1,0.03,0.0,0.0,0.13
9582,STAR WARS: CLONE WARS,XB,2003.0,Shooter,LucasArts,0.1,0.03,0.0,0.0,0.13
9583,ASSASSINATION CLASSROOM: GRAND SIEGE ON KURO-SENSEI,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
9584,DYNASTY WARRIORS 5 EMPIRES,X360,2006.0,Action,Tecmo Koei,0.11,0.01,0.0,0.01,0.13
9585,HIGH ROLLERS CASINO,XB,2004.0,Misc,Mud Duck Productions,0.1,0.03,0.0,0.0,0.13
9586,ADVENT RISING,XB,2005.0,Action,THQ,0.1,0.03,0.0,0.0,0.13
9587,SURF RIDERS,PS,1999.0,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13
9588,TORINO 2006,PS2,2006.0,Sports,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13
9589,NOBUNAGA NO YABOU: RANSEIKI,PS2,2002.0,Strategy,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
9590,DERBY STALLION ADVANCE,GBA,2002.0,Sports,Enterbrain,0.0,0.0,0.12,0.0,0.13
9591,PBR: OUT OF THE CHUTE,Wii,2008.0,Sports,Crave Entertainment,0.12,0.0,0.0,0.01,0.13
9592,MONOPOLY PARTY,GC,2002.0,Misc,Infogrames,0.1,0.03,0.0,0.0,0.13
9593,LEGO BATMAN 2: DC SUPER HEROES,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.05,0.07,0.0,0.01,0.13
9594,THOR: GOD OF THUNDER,DS,2011.0,Action,Sega,0.09,0.03,0.0,0.01,0.13
9595,TOCA RACE DRIVER 2: ULTIMATE RACING SIMULATOR,XB,2004.0,Racing,Codemasters,0.09,0.03,0.0,0.0,0.13
9596,THE PRICE IS RIGHT: DECADES,Wii,2011.0,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13
9597,SNOOD,GBA,2001.0,Puzzle,"Destination Software, Inc",0.09,0.03,0.0,0.0,0.13
9598,THE SKY CRAWLERS: INNOCENT ACES,Wii,2008.0,Simulation,Namco Bandai Games,0.09,0.02,0.01,0.01,0.13
9599,AVATAR: THE LAST AIRBENDER - INTO THE INFERNO,DS,2008.0,Adventure,THQ,0.11,0.01,0.0,0.01,0.13
9600,FIT IN SIX,PS3,2011.0,Sports,Ubisoft,0.12,0.0,0.0,0.01,0.13
9601,MONSTER JAM: URBAN ASSAULT,PS2,2008.0,Racing,Activision,0.06,0.05,0.0,0.02,0.13
9602,ICE AGE: DAWN OF THE DINOSAURS,X360,2009.0,Action,Activision,0.09,0.03,0.0,0.01,0.13
9603,DT RACER,PS2,2005.0,Racing,XS Games,0.06,0.05,0.0,0.02,0.13
9604,SIMANIMALS AFRICA,Wii,2009.0,Simulation,Electronic Arts,0.1,0.01,0.0,0.01,0.13
9605,DEEPAK CHOPRA'S LEELA,X360,2011.0,Misc,THQ,0.07,0.05,0.0,0.01,0.13
9606,TWISTER MANIA,X360,2011.0,Misc,505 Games,0.1,0.01,0.0,0.01,0.13
